Run_accession	sample_type	community_type	feature	sample_host	material	sample_age	latitude	longitude	project_name	publication_year	geo_loc_name	sample_name	archive_project	archive_sample_accession
SRR12557008	ancient_metagenome	oral		Homo sapiens	dental calculus	900.0	41.892	12.478	Modi2020	2020	Italy	P.O 108-7	PRJNA660212	SRS7296485
SRR12557006	ancient_metagenome	oral		Homo sapiens	dental calculus	900.0	41.892	12.478	Modi2020	2020	Italy	P.O Z. US44	PRJNA660212	SRS7296487
SRR12557007	ancient_metagenome	oral		Homo sapiens	dental calculus	1000.0	41.892	12.478	Modi2020	2020	Italy	P.O 898-11	PRJNA660212	SRS7296488
ERR3609652	ancient_metagenome	oral		Papio hamadryas	dental calculus	100.0	25.741	32.592	Ottoni2019	2019	Egypt	BB01	PRJEB34875	ERS3887040
ERR3609653	ancient_metagenome	oral		Papio anubis	dental calculus	100.0	25.741	32.592	Ottoni2019	2019	Egypt	BB05	PRJEB34875	ERS3887041
ERR3609657	ancient_metagenome	oral		Papio anubis	dental calculus	100.0	25.741	32.592	Ottoni2019	2019	Egypt	BB05	PRJEB34875	ERS3887041
ERR3609654	ancient_metagenome	oral		Papio anubis	dental calculus	100.0	25.741	32.592	Ottoni2019	2019	Egypt	BB06	PRJEB34875	ERS3887042
ERR3609658	ancient_metagenome	oral		Papio anubis	dental calculus	100.0	25.741	32.592	Ottoni2019	2019	Egypt	BB06	PRJEB34875	ERS3887042
ERR3609655	ancient_metagenome	oral		Papio hamadryas	dental calculus	100.0	25.741	32.592	Ottoni2019	2019	Egypt	BB08	PRJEB34875	ERS3887043
ERR3609656	ancient_metagenome	oral		Papio hamadryas	dental calculus	100.0	25.741	32.592	Ottoni2019	2019	Egypt	BB09	PRJEB34875	ERS3887044
ERR3609659	ancient_metagenome	oral		Papio sp.	dental calculus	100.0	25.741	32.592	Ottoni2019	2019	Egypt	BB11	PRJEB34875	ERS3887045
ERR3609660	ancient_metagenome	oral		Papio hamadryas	dental calculus	100.0	39.97	-75.19	Ottoni2019	2019	USA	ANSP11833	PRJEB34875	ERS3887046
ERR3609661	ancient_metagenome	oral		Papio hamadryas	dental calculus	100.0	39.97	-75.19	Ottoni2019	2019	USA	ANSP3271	PRJEB34875	ERS3887047
ERR8050978	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	63.431	10.401	Fotakis2020	2020	Norway	SK92	PRJEB37995	ERS5113011
SRR12281656	ancient_metagenome	gut		Homo sapiens	latrine	600.0	56.94	24.11	Sabin2020	2020	Latvia	RGA001	PRJNA640385	SRS7054141
SRR12281657	ancient_metagenome	gut		Homo sapiens	latrine	600.0	56.94	24.11	Sabin2020	2020	Latvia	RGA001	PRJNA640385	SRS7054141
SRR12281658	ancient_metagenome	gut		Homo sapiens	latrine	600.0	56.94	24.11	Sabin2020	2020	Latvia	RGA001	PRJNA640385	SRS7054141
SRR12281659	ancient_metagenome	gut		Homo sapiens	latrine	600.0	56.94	24.11	Sabin2020	2020	Latvia	RGA001	PRJNA640385	SRS7054141
SRR12281660	ancient_metagenome	gut		Homo sapiens	latrine	600.0	31.77	35.22	Sabin2020	2020	West Bank	MAM001	PRJNA640385	SRS7054140
SRR12281661	ancient_metagenome	gut		Homo sapiens	latrine	600.0	31.77	35.22	Sabin2020	2020	West Bank	MAM001	PRJNA640385	SRS7054140
SRR12281662	ancient_metagenome	gut		Homo sapiens	latrine	600.0	31.77	35.22	Sabin2020	2020	West Bank	MAM001	PRJNA640385	SRS7054140
SRR12281663	ancient_metagenome	gut		Homo sapiens	latrine	600.0	31.77	35.22	Sabin2020	2020	West Bank	MAM001	PRJNA640385	SRS7054140
ERR5863536	ancient_metagenome	gut		Canis lupus	palaeofaeces	3500.0	44.35	11.84	Rampelli2021b	2021	Italy	Solarolo (13 samples)	PRJEB44685	ERS6346372
SRR12136713	ancient_metagenome	oral		Homo sapiens	dental calculus	100.0	40.781	-73.974	Williams2020	2020	USA	AMNH98137_Q01	PRJNA643812	SRS6939170
SRR12136712	ancient_metagenome	oral		Homo sapiens	dental calculus	100.0	38.891	-77.026	Williams2020	2020	USA	364459	PRJNA643812	SRS6939171
ERR5766165	ancient_metagenome	gut		Homo sapiens	palaeofaeces	2500.0	47.56	13.63	Maixner2021	2021	Austria	2604	PRJEB44507	ERS6299590
ERR5766166	ancient_metagenome	gut		Homo sapiens	palaeofaeces	2500.0	47.56	13.63	Maixner2021	2021	Austria	2604	PRJEB44507	ERS6299590
ERR5766167	ancient_metagenome	gut		Homo sapiens	palaeofaeces	2500.0	47.56	13.63	Maixner2021	2021	Austria	2604	PRJEB44507	ERS6299590
ERR5766168	ancient_metagenome	gut		Homo sapiens	palaeofaeces	3000.0	47.56	13.63	Maixner2021	2021	Austria	2610	PRJEB44507	ERS6299591
ERR5766169	ancient_metagenome	gut		Homo sapiens	palaeofaeces	3000.0	47.56	13.63	Maixner2021	2021	Austria	2610	PRJEB44507	ERS6299591
ERR5766170	ancient_metagenome	gut		Homo sapiens	palaeofaeces	3000.0	47.56	13.63	Maixner2021	2021	Austria	2610	PRJEB44507	ERS6299591
ERR5766171	ancient_metagenome	gut		Homo sapiens	palaeofaeces	2500.0	47.56	13.63	Maixner2021	2021	Austria	2611	PRJEB44507	ERS6299592
ERR5766172	ancient_metagenome	gut		Homo sapiens	palaeofaeces	2500.0	47.56	13.63	Maixner2021	2021	Austria	2611	PRJEB44507	ERS6299592
ERR5766173	ancient_metagenome	gut		Homo sapiens	palaeofaeces	2500.0	47.56	13.63	Maixner2021	2021	Austria	2611	PRJEB44507	ERS6299592
ERR5766174	ancient_metagenome	gut		Homo sapiens	palaeofaeces	2500.0	47.56	13.63	Maixner2021	2021	Austria	2611	PRJEB44507	ERS6299592
ERR5766175	ancient_metagenome	gut		Homo sapiens	palaeofaeces	2500.0	47.56	13.63	Maixner2021	2021	Austria	2611	PRJEB44507	ERS6299592
ERR5766176	ancient_metagenome	gut		Homo sapiens	palaeofaeces	150.0	47.56	13.63	Maixner2021	2021	Austria	2612	PRJEB44507	ERS6299593
ERR5766177	ancient_metagenome	gut		Homo sapiens	palaeofaeces	150.0	47.56	13.63	Maixner2021	2021	Austria	2612	PRJEB44507	ERS6299593
ERR5766178	ancient_metagenome	gut		Homo sapiens	palaeofaeces	150.0	47.56	13.63	Maixner2021	2021	Austria	2612	PRJEB44507	ERS6299593
ERR5766179	ancient_metagenome	gut		Homo sapiens	palaeofaeces	150.0	47.56	13.63	Maixner2021	2021	Austria	2612	PRJEB44507	ERS6299593
ERR5766180	ancient_metagenome	gut		Homo sapiens	palaeofaeces	150.0	47.56	13.63	Maixner2021	2021	Austria	2612	PRJEB44507	ERS6299593
ERR5766181	ancient_metagenome	gut		Homo sapiens	palaeofaeces	150.0	47.56	13.63	Maixner2021	2021	Austria	2612	PRJEB44507	ERS6299593
ERR5766182	ancient_metagenome	gut		Homo sapiens	palaeofaeces	150.0	47.56	13.63	Maixner2021	2021	Austria	2612	PRJEB44507	ERS6299593
ERR5766183	ancient_metagenome	gut		Homo sapiens	palaeofaeces	150.0	47.56	13.63	Maixner2021	2021	Austria	2612	PRJEB44507	ERS6299593
ERR3678600	ancient_metagenome	gut		Canis lupus	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape2	PRJEB33577	ERS4044029
ERR3678610	ancient_metagenome	gut		Canis lupus	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape2	PRJEB33577	ERS4044039
ERR3678612	ancient_metagenome	gut		Canis lupus	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape2	PRJEB33577	ERS4044041
ERR3678614	ancient_metagenome	gut		Canis lupus	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape2	PRJEB33577	ERS4044043
ERR3678618	ancient_metagenome	gut		Canis lupus	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape2	PRJEB33577	ERS4044047
ERR3678620	ancient_metagenome	gut		Canis lupus	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape2	PRJEB33577	ERS4044049
ERR3678623	ancient_metagenome	gut		Canis lupus	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape2	PRJEB33577	ERS4044052
ERR3678626	ancient_metagenome	gut		Canis lupus	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape2	PRJEB33577	ERS4044055
ERR3678628	ancient_metagenome	gut		Canis lupus	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape2	PRJEB33577	ERS4044057
ERR3678629	ancient_metagenome	gut		Canis lupus	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape2	PRJEB33577	ERS4044058
ERR3678596	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape5	PRJEB33577	ERS4044025
ERR3678599	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape5	PRJEB33577	ERS4044028
ERR3678604	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape5	PRJEB33577	ERS4044033
ERR3678605	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape5	PRJEB33577	ERS4044034
ERR3678607	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape5	PRJEB33577	ERS4044036
ERR3678609	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape5	PRJEB33577	ERS4044038
ERR3678611	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape5	PRJEB33577	ERS4044040
ERR3678615	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape5	PRJEB33577	ERS4044044
ERR3678617	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape5	PRJEB33577	ERS4044046
ERR3678619	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape5	PRJEB33577	ERS4044048
ERR3678595	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape28	PRJEB33577	ERS4044024
ERR3678598	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape28	PRJEB33577	ERS4044027
ERR3678602	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape28	PRJEB33577	ERS4044031
ERR3678603	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape28	PRJEB33577	ERS4044032
ERR3678606	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape28	PRJEB33577	ERS4044035
ERR3678613	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape28	PRJEB33577	ERS4044042
ERR3678616	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape28	PRJEB33577	ERS4044045
ERR3678622	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape28	PRJEB33577	ERS4044051
ERR3678625	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape28	PRJEB33577	ERS4044054
ERR3678627	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Hagan2019	2019	Mexico	Zape28	PRJEB33577	ERS4044056
SRR5047194	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	52.538	17.597	Philips2017	2017	Poland	PCA0161	PRJNA354503	SRS1815425
SRR5047069	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.538	17.597	Philips2017	2017	Poland	PCA0162	PRJNA354503	SRS1815300
SRR5047060	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0002	PRJNA354503	SRS1815290
SRR5047075	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0001	PRJNA354503	SRS1815306
SRR5047111	ancient_metagenome	oral		Homo sapiens	tooth	2000.0	52.699	17.605	Philips2017	2017	Poland	PCA0005	PRJNA354503	SRS1815342
SRR5047132	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0007	PRJNA354503	SRS1815363
SRR5047159	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0006	PRJNA354503	SRS1815390
SRR5047164	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0004	PRJNA354503	SRS1815395
SRR5047166	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0003	PRJNA354503	SRS1815397
SRR5047048	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0015	PRJNA354503	SRS1815278
SRR5047157	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0016	PRJNA354503	SRS1815388
SRR5047051	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0017	PRJNA354503	SRS1815282
SRR5047170	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0018	PRJNA354503	SRS1815401
SRR5047165	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0019	PRJNA354503	SRS1815396
SRR5047057	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0020	PRJNA354503	SRS1815287
SRR5047086	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0021	PRJNA354503	SRS1815317
SRR5047187	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0022	PRJNA354503	SRS1815417
SRR5047043	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0023	PRJNA354503	SRS1815274
SRR5047101	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0024	PRJNA354503	SRS1815332
SRR5047080	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0025	PRJNA354503	SRS1815311
SRR5047146	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0026	PRJNA354503	SRS1815377
SRR5047070	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0027	PRJNA354503	SRS1815301
SRR5047118	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0028	PRJNA354503	SRS1815349
SRR5047085	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0029	PRJNA354503	SRS1815316
SRR5047138	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0030	PRJNA354503	SRS1815369
SRR5047168	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0031	PRJNA354503	SRS1815399
SRR5047077	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0032	PRJNA354503	SRS1815308
SRR5047156	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0033	PRJNA354503	SRS1815386
SRR5047058	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0034	PRJNA354503	SRS1815289
SRR5047068	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0035	PRJNA354503	SRS1815299
SRR5047200	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0036	PRJNA354503	SRS1815431
SRR5047097	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0037	PRJNA354503	SRS1815328
SRR5047198	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0038	PRJNA354503	SRS1815429
SRR5047176	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0039	PRJNA354503	SRS1815408
SRR5047177	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0040	PRJNA354503	SRS1815407
SRR5047076	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0041	PRJNA354503	SRS1815307
SRR5047203	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0042	PRJNA354503	SRS1815435
SRR5047126	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0043	PRJNA354503	SRS1815356
SRR5047115	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0044	PRJNA354503	SRS1815345
SRR5047195	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0045	PRJNA354503	SRS1815426
SRR5047127	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0046	PRJNA354503	SRS1815358
SRR5047045	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0047	PRJNA354503	SRS1815276
SRR5047100	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0048	PRJNA354503	SRS1815331
SRR5047106	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0049	PRJNA354503	SRS1815337
SRR5047088	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0050	PRJNA354503	SRS1815319
SRR5047191	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0051	PRJNA354503	SRS1815422
SRR5047065	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0052	PRJNA354503	SRS1815296
SRR5047180	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0053	PRJNA354503	SRS1815410
SRR5047119	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0054	PRJNA354503	SRS1815350
SRR5047134	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0055	PRJNA354503	SRS1815365
SRR5047094	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0056	PRJNA354503	SRS1815325
SRR5047053	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0057	PRJNA354503	SRS1815283
SRR5047196	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0058	PRJNA354503	SRS1815427
SRR5047073	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0059	PRJNA354503	SRS1815304
SRR5047109	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0060	PRJNA354503	SRS1815340
SRR5047095	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0061	PRJNA354503	SRS1815326
SRR5047183	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0062	PRJNA354503	SRS1815414
SRR5047081	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0063	PRJNA354503	SRS1815312
SRR5047140	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0064	PRJNA354503	SRS1815371
SRR5047162	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0065	PRJNA354503	SRS1815394
SRR5047090	ancient_metagenome	oral		Homo sapiens	tooth	1900.0	52.699	17.605	Philips2017	2017	Poland	PCA0066	PRJNA354503	SRS1815321
SRR5047082	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0013	PRJNA354503	SRS1815313
SRR5047083	ancient_metagenome	oral		Homo sapiens	tooth	1800.0	52.699	17.605	Philips2017	2017	Poland	PCA0014	PRJNA354503	SRS1815314
SRR5047067	ancient_metagenome	oral		Homo sapiens	tooth	900.0	54.226	18.642	Philips2017	2017	Poland	PCA0165	PRJNA354503	SRS1815298
SRR5047113	ancient_metagenome	oral		Homo sapiens	tooth	900.0	54.226	18.642	Philips2017	2017	Poland	PCA0166	PRJNA354503	SRS1815344
SRR5047190	ancient_metagenome	oral		Homo sapiens	tooth	900.0	54.226	18.642	Philips2017	2017	Poland	PCA0167	PRJNA354503	SRS1815421
SRR5047040	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	54.226	18.642	Philips2017	2017	Poland	PCA0168	PRJNA354503	SRS1815273
SRR5047172	ancient_metagenome	oral		Homo sapiens	tooth	900.0	54.226	18.642	Philips2017	2017	Poland	PCA0169	PRJNA354503	SRS1815402
SRR5047181	ancient_metagenome	oral		Homo sapiens	tooth	900.0	54.226	18.642	Philips2017	2017	Poland	PCA0170	PRJNA354503	SRS1815411
SRR5047201	ancient_metagenome	oral		Homo sapiens	tooth	900.0	54.226	18.642	Philips2017	2017	Poland	PCA0171	PRJNA354503	SRS1815432
SRR5047114	ancient_metagenome	oral		Homo sapiens	tooth	900.0	54.226	18.642	Philips2017	2017	Poland	PCA0172	PRJNA354503	SRS1815346
SRR5047046	ancient_metagenome	oral		Homo sapiens	tooth	900.0	54.226	18.642	Philips2017	2017	Poland	PCA0173	PRJNA354503	SRS1815279
SRR5047117	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.313	17.215	Philips2017	2017	Poland	PCA0152	PRJNA354503	SRS1815348
SRR5047161	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.313	17.215	Philips2017	2017	Poland	PCA0153	PRJNA354503	SRS1815392
SRR5047169	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.313	17.215	Philips2017	2017	Poland	PCA0154	PRJNA354503	SRS1815400
SRR5047062	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	52.313	17.215	Philips2017	2017	Poland	PCA0155	PRJNA354503	SRS1815294
SRR5047193	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	52.313	17.215	Philips2017	2017	Poland	PCA0156	PRJNA354503	SRS1815424
SRR5047152	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.313	17.215	Philips2017	2017	Poland	PCA0157	PRJNA354503	SRS1815383
SRR5047182	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.313	17.215	Philips2017	2017	Poland	PCA0158	PRJNA354503	SRS1815413
SRR5047071	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	52.313	17.215	Philips2017	2017	Poland	PCA0159	PRJNA354503	SRS1815303
